AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NNURSERY,NURSERY,ENURSERY,NSOD,SOD,ESOD,NTUNGLAS,TUNGLAS,FTUNGLAS,NTOTGRN,TOTGRN,FTOTGRN,NFLOWER,FLOWER,FFLOWER,NGRNVEG,GRNVEG,FGRNVEG,NGRNOTHR,GRNOTHR,FGRNOTHR,NMUSHRM,MUSHRM,FMUSHRM
Geography,Standard Geographical Classification,Province,Census Agricultural Region,Census Division ,Census Consolidated Subdivision,Geographic Identification,Total number of farms,Total area of nursery products - Farms Reporting,Total area of nursery products - Acres,Total area of nursery products - Hectares,Total area of sod grown for sale - Farms Reporting,Total area of sod grown for sale - Acres,Total area of sod grown for sale - Hectares,Total greenhouse area under glass - Farms Reporting,Total greenhouse area under glass - Sq feet,Total greenhouse area under glass - Sq metres,"Total area of greenhouse in use on May 14, 1996- Farms Reporting","Total area of greenhouse in use on May 14, 1996- Sq feet","Total area of greenhouse in use on May 14, 1996- Sq metres",Greenhouse flowers - Farms Reporting,Greenhouse flowers - Sq feet,Greenhouse flowers - Sq metres,Greenhouse vegetables - Farms Reporting,Greenhouse vegetables - Sq feet,Greenhouse vegetables - Sq metres,Other greenhouse products - Farms Reporting,Other greenhouse products - Sq feet,Other greenhouse products - Sq metres,Total growing area for mushrooms - Farms Reporting,Total growing area for mushrooms - Sq feet,Total growing area for mushrooms - Sq metres
476111018,4711018,47,61,11,18,Loreburn No. 254,227,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
476111026,4711026,47,61,11,26,Rudy No. 284,192,0,0,0,0,0,0,5,"16,450","1,528",5,"15,800","1,468",4,x,x,3,x,x,0,0,0,0,0,0
476111031,4711031,47,61,11,31,Rosedale No. 283,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476111061,4711061,47,61,11,61,Dundurn No. 314,106,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
476111065,4711065,47,61,11,65,Corman Park No. 344,"1,071",15,198,80,3,x,x,26,"340,950","31,675",26,"339,440","31,535",17,"265,650","24,680",12,x,x,4,x,x,1,x,x
476112011,4712011,47,61,12,11,Milden No. 286,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476112020,4712020,47,61,12,20,Fertile Valley No. 285,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476112026,4712026,47,61,12,26,Montrose No. 315,153,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
476112029,4712029,47,61,12,29,Harris No. 316,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476112050,4712050,47,61,12,50,Perdue No. 346,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476112054,4712054,47,61,12,54,Vanscoy No. 345,320,1,x,x,0,0,0,9,"30,165","2,802",9,x,x,5,x,x,4,x,x,2,x,x,0,0,0
476112064,4712064,47,61,12,64,Eagle Creek No. 376,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476115026,4715026,47,61,15,26,Laird No. 404,292,0,0,0,0,0,0,3,x,x,3,x,x,2,x,x,1,x,x,0,0,0,0,0,0
476115031,4715031,47,61,15,31,Rosthern No. 403,352,2,x,x,0,0,0,6,"10,138",942,6,"10,098",938,5,"3,930",365,6,"6,168",573,0,0,0,0,0,0
477000000,4700000,47,70,0,0,Agricultural Region 7A - RÇgion agricole 7A,"2,239",4,12,5,0,0,0,6,"6,948",645,6,x,x,5,x,x,3,x,x,0,0,0,0,0,0
477008065,4708065,47,70,8,65,Chesterfield No. 261,224,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
477008071,4708071,47,70,8,71,Newcombe No. 260,144,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
477008074,4708074,47,70,8,74,Snipe Lake No. 259,290,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477012001,4712001,47,70,12,1,Pleasant Valley No. 288,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477012004,4712004,47,70,12,4,St. Andrews No. 287,213,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
477012034,4712034,47,70,12,34,Marriott No. 317,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477012038,4712038,47,70,12,38,Mountain View No. 318,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477013006,4713006,47,70,13,6,Kindersley No. 290,371,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
477013011,4713011,47,70,13,11,Milton No. 292,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477013016,4713016,47,70,13,16,Antelope Park No. 322,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477013019,4713019,47,70,13,19,Prairiedale No. 321,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477013024,4713024,47,70,13,24,Oakdale No. 320,141,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
477013028,4713028,47,70,13,28,Winslow No. 319,164,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
477100000,4700000,47,71,0,0,Agricultural Region 7B - RÇgion agricole 7B,"2,327",4,6,2,0,0,0,11,"94,896","8,816",11,"94,896","8,816",9,"81,466","7,568",6,x,x,1,x,x,0,0,0
477112042,4712042,47,71,12,42,Biggar No. 347,274,1,x,x,0,0,0,5,x,x,5,x,x,4,x,x,3,x,x,1,x,x,0,0,0
477112069,4712069,47,71,12,69,Glenside No. 377,119,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
477112072,4712072,47,71,12,72,Rosemount No. 378,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477112076,4712076,47,71,12,76,Prairie No. 408,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113032,4713032,47,71,13,32,Grandview No. 349,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113038,4713038,47,71,13,38,Mariposa No. 350,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113041,4713041,47,71,13,41,Progress No. 351,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113046,4713046,47,71,13,46,Heart's Hill No. 352,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113049,4713049,47,71,13,49,Eye Hill No. 382,197,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
477113056,4713056,47,71,13,56,Grass Lake No. 381,198,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113059,4713059,47,71,13,59,Tramping Lake No. 380,126,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
477113064,4713064,47,71,13,64,Reford No. 379,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113068,4713068,47,71,13,68,Buffalo No. 409,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477113072,4713072,47,71,13,72,Round Valley No. 410,148,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
477113076,4713076,47,71,13,76,Senlac No. 411,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478000000,4700000,47,80,0,0,Agricultural Region 8A - RÇgion agricole 8A,"3,115",8,114,46,0,0,0,15,"107,194","9,959",15,"107,194","9,959",13,"69,968","6,500",9,x,x,2,x,x,0,0,0
478014001,4714001,47,80,14,1,Hudson Bay No. 394,291,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
478014006,4714006,47,80,14,6,Porcupine No. 395,348,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478014034,4714034,47,80,14,34,Barrier Valley No. 397,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478014035,4714035,47,80,14,35,Pleasantdale No. 398,197,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0
478014038,4714038,47,80,14,38,Bjorkdale No. 426,311,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
478014043,4714043,47,80,14,43,Tisdale No. 427,227,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0
478014047,4714047,47,80,14,47,Star City No. 428,239,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
478014053,4714053,47,80,14,53,Willow Creek No. 458,268,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
478014056,4714056,47,80,14,56,Connaught No. 457,227,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
478014059,4714059,47,80,14,59,Arborfield No. 456,187,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
478014067,4714067,47,80,14,67,Moose Range No. 486,363,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0
478014072,4714072,47,80,14,72,Nipawin No. 487,283,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
478100000,4700000,47,81,0,0,Agricultural Region 8B - RÇgion agricole 8B,"3,154",3,x,x,0,0,0,13,"68,372","6,352",13,"68,072","6,324",9,"58,162","5,403",9,x,x,1,x,x,0,0,0
478115001,4715001,47,81,15,1,St. Peter No. 369,267,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0
478115007,4715007,47,81,15,7,Humboldt No. 370,253,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
478115011,4715011,47,81,15,11,Bayne No. 371,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478115014,4715014,47,81,15,14,Grant No. 372,198,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0
478115018,4715018,47,81,15,18,Aberdeen No. 373,204,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
478115036,4715036,47,81,15,36,Fish Creek No. 402,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478115039,4715039,47,81,15,39,Hoodoo No. 401,259,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0
478115044,4715044,47,81,15,44,Three Lakes No. 400,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478115048,4715048,47,81,15,48,Lake Lenore No. 399,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478115051,4715051,47,81,15,51,Flett's Springs No. 429,235,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
478115054,4715054,47,81,15,54,Invergordon No. 430,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478115057,4715057,47,81,15,57,St. Louis No. 431,273,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0
478115067,4715067,47,81,15,67,Birch Hills No. 460,198,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
478115071,4715071,47,81,15,71,Kinistino No. 459,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479000000,4700000,47,90,0,0,Agricultural Region 9A - RÇgion agricole 9A,"5,008",22,214,87,4,237,96,34,"111,874","10,393",34,"111,774","10,384",29,"85,995","7,989",22,x,x,7,x,x,1,x,x
479014077,4714077,47,90,14,77,Torch River No. 488,530,4,53,21,1,x,x,5,x,x,5,x,x,4,x,x,3,x,x,2,x,x,0,0,0
479015061,4715061,47,90,15,61,Duck Lake No. 463,188,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0
479015064,4715064,47,90,15,64,Prince Albert No. 461,405,4,9,4,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
479015079,4715079,47,90,15,79,Garden River No. 490,198,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
479015094,4715094,47,90,15,94,Buckland No. 491,261,3,x,x,0,0,0,5,"41,208","3,828",5,"41,208","3,828",5,x,x,2,x,x,0,0,0,0,0,0
479015099,4715099,47,90,15,99,Paddockwood No. 520,203,3,x,x,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0
479016005,4716005,47,90,16,5,Mayfield No. 406,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016008,4716008,47,90,16,8,Great Bend No. 405,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016013,4716013,47,90,16,13,Blaine Lake No. 434,165,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0
479016018,4716018,47,90,16,18,Redberry No. 435,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016023,4716023,47,90,16,23,Douglas No. 436,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016028,4716028,47,90,16,28,North Battleford No. 437,225,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
479016033,4716033,47,90,16,33,Round Hill No. 467,153,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
479016038,4716038,47,90,16,38,Meeting Lake No. 466,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016041,4716041,47,90,16,41,Leask No. 464,263,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
479016046,4716046,47,90,16,46,Shellbrook No. 493,307,1,x,x,1,x,x,4,x,x,4,x,x,3,x,x,4,"2,480",230,1,x,x,0,0,0
479016051,4716051,47,90,16,51,Canwood No. 494,441,1,x,x,0,0,0,3,580,54,3,580,54,2,x,x,2,x,x,0,0,0,0,0,0
479016056,4716056,47,90,16,56,Spiritwood No. 496,415,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0
479016062,4716062,47,90,16,62,Medstead No. 497,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016075,4716075,47,90,16,75,Big River No. 555,203,1,x,x,0,0,0,4,"5,230",486,4,"5,230",486,4,x,x,1,x,x,0,0,0,1,x,x
479100000,4700000,47,91,0,0,Agricultural Region 9B - RÇgion agricole 9B,"3,259",7,44,18,0,0,0,17,"46,136","4,286",17,"44,891","4,171",10,"26,126","2,427",8,"16,570","1,539",4,"2,195",204,0,0,0
479112078,4712078,47,91,12,78,Battle River No. 438,164,3,x,x,0,0,0,3,x,x,3,x,x,2,x,x,1,x,x,1,x,x,0,0,0
479113079,4713079,47,91,13,79,Manitou Lake No. 442,150,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0
479113092,4713092,47,91,13,92,Hillsdale No. 440,163,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
479113096,4713096,47,91,13,96,Cut Knife No. 439,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117001,4717001,47,91,17,1,Meota No. 468,163,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
479117008,4717008,47,91,17,8,Turtle River No. 469,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117013,4717013,47,91,17,13,Paynton No. 470,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117017,4717017,47,91,17,17,Eldon No. 471,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117022,4717022,47,91,17,22,Wilton No. 472,257,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
479117028,4717028,47,91,17,28,Britannia No. 502,260,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
479117032,4717032,47,91,17,32,Frenchman Butte No. 501,275,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0
479117045,4717045,47,91,17,45,Mervin No. 499,292,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
479117047,4717047,47,91,17,47,Parkdale No. 498,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117054,4717054,47,91,17,54,Meadow Lake No. 588,422,0,0,0,0,0,0,3,x,x,3,x,x,2,x,x,1,x,x,0,0,0,0,0,0
479117056,4717056,47,91,17,56,Loon Lake No. 561,214,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
479117062,4717062,47,91,17,62,Beaver River No. 622,206,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
480000000,4800000,48,0,0,0,Alberta,"59,007",584,"6,160","2,493",36,"6,272","2,538",600,"8,097,513","752,284",600,"7,959,527","739,464",411,"4,257,565","395,541",279,"2,752,860","255,749",94,"949,102","88,174",16,"448,559","41,672"
481000000,4800000,48,10,0,0,Agricultural Region 1 - RÇgion agricole 1,"3,389",4,8,3,4,x,x,63,"2,594,407","241,028",63,"2,581,317","239,812",12,x,x,49,x,x,6,x,x,0,0,0
481001000,4801000,48,10,1,0,Division No.  1,"1,817",2,x,x,4,x,x,57,x,x,57,x,x,8,x,x,47,"1,903,520","176,843",5,x,x,0,0,0
481001003,4801003,48,10,1,3,Cypress No. 1,"1,046",2,x,x,2,x,x,55,"2,534,907","235,501",55,"2,522,074","234,308",7,"326,922","30,372",47,"1,903,520","176,843",4,"291,632","27,093",0,0,0
481001008,4801008,48,10,1,8,Forty Mile County No. 8,771,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0
481004000,4804000,48,10,4,0,Division No.  4,"1,572",2,x,x,0,0,0,6,x,x,6,x,x,4,x,x,2,x,x,1,x,x,0,0,0
481004004,4804004,48,10,4,4,Special Area No. 2,602,1,x,x,0,0,0,4,850,79,4,840,78,2,x,x,2,x,x,1,x,x,0,0,0
481004012,4804012,48,10,4,12,Special Area No. 3,600,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
481004020,4804020,48,10,4,20,Special Area No. 4,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482000000,4800000,48,20,0,0,Agricultural Region 2 - RÇgion agricole 2,"6,960",55,682,276,5,866,350,45,"454,921","42,264",45,"450,870","41,887",34,"338,142","31,414",23,"109,728","10,194",3,"3,000",279,0,0,0
482002000,4802000,48,20,2,0,Division No.  2,"3,795",33,309,125,3,x,x,20,"212,252","19,719",20,"208,483","19,369",17,"141,114","13,110",10,x,x,1,x,x,0,0,0
482002001,4802001,48,20,2,1,Warner County No. 5,617,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
482002011,4802011,48,20,2,11,Lethbridge County No. 26,"1,221",20,207,84,1,x,x,14,"136,620","12,692",14,"132,852","12,342",12,x,x,6,"42,440","3,943",1,x,x,0,0,0
482002021,4802021,48,20,2,21,Taber No. 14,960,4,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
482002031,4802031,48,20,2,31,Newell County No. 4,997,7,74,30,2,x,x,3,x,x,3,x,x,2,x,x,2,x,x,0,0,0,0,0,0
482005000,4805000,48,20,5,0,Division No.  5,"3,165",22,373,151,2,x,x,25,"242,669","22,545",25,"242,387","22,518",17,"197,028","18,305",13,x,x,2,x,x,0,0,0
482005001,4805001,48,20,5,1,Vulcan County No. 2,801,4,11,4,1,x,x,6,"20,872","1,939",6,"20,600","1,914",3,x,x,3,x,x,2,x,x,0,0,0
482005012,4805012,48,20,5,12,Wheatland County No. 16,974,11,344,139,1,x,x,8,"163,240","15,165",8,"163,240","15,165",6,"150,840","14,013",4,"12,400","1,152",0,0,0,0,0,0
482005031,4805031,48,20,5,31,Starland No. 47,439,0,0,0,0,0,0,7,"32,420","3,012",7,"32,410","3,011",5,"21,850","2,030",4,"10,560",981,0,0,0,0,0,0
482005041,4805041,48,20,5,41,Kneehill No. 48,951,7,18,7,0,0,0,4,"26,137","2,428",4,"26,137","2,428",3,x,x,2,x,x,0,0,0,0,0,0
483000000,4800000,48,30,0,0,Agricultural Region 3 - RÇgion agricole 3,"7,626",130,"1,669",675,3,x,x,95,"1,219,251","113,272",95,"1,211,420","112,545",62,"856,969","79,615",34,"140,327","13,037",21,"214,124","19,893",10,x,x
483003000,4803000,48,30,3,0,Division No.  3,"2,345",9,25,10,1,x,x,15,x,x,15,x,x,12,x,x,5,x,x,5,x,x,2,x,x
483003001,4803001,48,30,3,1,Cardston No. 6,796,2,x,x,1,x,x,3,x,x,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0
483003011,4803011,48,30,3,11,Pincher Creek No. 9,610,6,12,5,0,0,0,6,"26,560","2,468",6,"26,340","2,447",5,"25,290","2,350",0,0,0,3,"1,050",98,0,0,0
483003018,4803018,48,30,3,18,Willow Creek No. 26,939,1,x,x,0,0,0,6,"41,040","3,813",6,"35,140","3,265",4,x,x,4,x,x,2,x,x,2,x,x
483006000,4806000,48,30,6,0,Division No.  6,"5,126",115,"1,629",659,2,x,x,79,"1,127,010","104,703",79,"1,125,299","104,544",49,"788,098","73,217",29,x,x,16,x,x,8,"165,102","15,338"
483006001,4806001,48,30,6,1,Foothills No. 31,"1,418",50,593,240,2,x,x,21,"466,836","43,370",21,"466,836","43,370",11,"382,196","35,507",7,x,x,4,x,x,2,x,x
483006014,4806014,48,30,6,14,Rocky View No. 44,"1,630",36,891,361,0,0,0,27,"396,603","36,846",27,"396,564","36,842",17,"300,094","27,880",13,"87,499","8,129",5,"8,971",833,4,x,x
483006016,4806016,48,30,6,16,Calgary,126,8,35,14,0,0,0,13,"80,872","7,513",13,"80,760","7,503",9,"71,518","6,644",3,x,x,3,x,x,2,x,x
483006028,4806028,48,30,6,28,Mountain View County No. 17,"1,952",21,110,45,0,0,0,18,"182,699","16,973",18,"181,139","16,828",12,"34,290","3,186",6,"3,870",360,4,"142,979","13,283",0,0,0
483015000,4815000,48,30,15,0,Division No. 15,155,6,15,6,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
483015015,4815015,48,30,15,15,Bighorn No. 8,89,3,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483015045,4815045,48,30,15,45,Ranchland No. 66,66,3,4,2,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
484000000,4800000,48,40,0,0,Agricultural Region 4A - RÇgion agricole 4A,"3,664",15,45,18,0,0,0,31,"245,034","22,764",31,"243,334","22,606",28,"167,694","15,579",13,x,x,1,x,x,0,0,0
484007000,4807000,48,40,7,0,Division No.  7,"3,664",15,45,18,0,0,0,31,"245,034","22,764",31,"243,334","22,606",28,"167,694","15,579",13,x,x,1,x,x,0,0,0
484007001,4807001,48,40,7,1,Provost No. 52,564,3,x,x,0,0,0,3,"13,900","1,291",3,"13,400","1,245",3,"13,400","1,245",0,0,0,0,0,0,0,0,0
484007011,4807011,48,40,7,11,Paintearth County No. 18,545,0,0,0,0,0,0,6,"40,294","3,743",6,"40,294","3,743",6,"40,294","3,743",0,0,0,0,0,0,0,0,0
484007019,4807019,48,40,7,19,Stettler County No. 6,922,6,21,8,0,0,0,7,"81,000","7,525",7,"81,000","7,525",6,x,x,3,x,x,1,x,x,0,0,0
484007031,4807031,48,40,7,31,Flagstaff County No. 29,992,5,11,4,0,0,0,8,"81,640","7,585",8,"80,940","7,520",7,x,x,5,x,x,0,0,0,0,0,0
484007049,4807049,48,40,7,49,Wainwright No. 61,641,1,x,x,0,0,0,7,"28,200","2,620",7,"27,700","2,573",6,"17,050","1,584",5,"10,650",989,0,0,0,0,0,0
484100000,4800000,48,41,0,0,Agricultural Region 4B - RÇgion agricole 4B,"6,565",44,154,62,0,0,0,33,"200,056","18,586",33,"199,513","18,535",29,"185,589","17,242",13,"8,974",834,5,"4,950",460,0,0,0
484110000,4810000,48,41,10,0,Division No. 10,"6,565",44,154,62,0,0,0,33,"200,056","18,586",33,"199,513","18,535",29,"185,589","17,242",13,"8,974",834,5,"4,950",460,0,0,0
484110001,4810001,48,41,10,1,Camrose County No. 22,"1,432",14,44,18,0,0,0,8,"57,940","5,383",8,"57,940","5,383",6,x,x,1,x,x,1,x,x,0,0,0
484110016,4810016,48,41,10,16,Beaver County No. 9,"1,026",9,22,9,0,0,0,4,x,x,4,x,x,3,x,x,3,"2,500",232,1,x,x,0,0,0
484110026,4810026,48,41,10,26,Minburn County No. 27,836,8,x,x,0,0,0,3,"12,186","1,132",3,"11,886","1,104",2,x,x,2,x,x,1,x,x,0,0,0
484110036,4810036,48,41,10,36,Vermilion River County No. 24,"1,405",5,36,15,0,0,0,9,"55,978","5,201",9,"55,885","5,192",9,"53,539","4,974",4,x,x,1,x,x,0,0,0
484110048,4810048,48,41,10,48,Two Hills County No. 21,761,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
484110058,4810058,48,41,10,58,Lamont County No. 30,"1,105",6,30,12,0,0,0,7,"52,110","4,841",7,"51,970","4,828",7,x,x,2,x,x,1,x,x,0,0,0
485000000,4800000,48,50,0,0,Agricultural Region 5 - RÇgion agricole 5,"13,696",248,"2,756","1,115",18,"4,601","1,862",197,"2,332,241","216,672",197,"2,288,608","212,619",143,"1,795,993","166,853",85,"375,234","34,860",36,"117,381","10,905",4,x,x
485008000,4808000,48,50,8,0,Division No.  8,"4,960",69,607,246,3,760,308,48,"762,175","70,808",48,"754,984","70,140",33,"481,306","44,715",21,"255,699","23,755",8,"17,979","1,670",1,x,x
485008001,4808001,48,50,8,1,Red Deer County No. 23,"2,030",41,474,192,3,760,308,24,"193,115","17,941",24,"188,972","17,556",20,"172,521","16,028",5,x,x,3,x,x,0,0,0
