AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NNURSERY,NURSERY,ENURSERY,NSOD,SOD,ESOD,NTUNGLAS,TUNGLAS,FTUNGLAS,NTOTGRN,TOTGRN,FTOTGRN,NFLOWER,FLOWER,FFLOWER,NGRNVEG,GRNVEG,FGRNVEG,NGRNOTHR,GRNOTHR,FGRNOTHR,NMUSHRM,MUSHRM,FMUSHRM
Geography,Standard Geographical Classification,Province,Census Agricultural Region,Census Division ,Census Consolidated Subdivision,Geographic Identification,Total number of farms,Total area of nursery products - Farms Reporting,Total area of nursery products - Acres,Total area of nursery products - Hectares,Total area of sod grown for sale - Farms Reporting,Total area of sod grown for sale - Acres,Total area of sod grown for sale - Hectares,Total greenhouse area under glass - Farms Reporting,Total greenhouse area under glass - Sq feet,Total greenhouse area under glass - Sq metres,"Total area of greenhouse in use on May 14, 1996- Farms Reporting","Total area of greenhouse in use on May 14, 1996- Sq feet","Total area of greenhouse in use on May 14, 1996- Sq metres",Greenhouse flowers - Farms Reporting,Greenhouse flowers - Sq feet,Greenhouse flowers - Sq metres,Greenhouse vegetables - Farms Reporting,Greenhouse vegetables - Sq feet,Greenhouse vegetables - Sq metres,Other greenhouse products - Farms Reporting,Other greenhouse products - Sq feet,Other greenhouse products - Sq metres,Total growing area for mushrooms - Farms Reporting,Total growing area for mushrooms - Sq feet,Total growing area for mushrooms - Sq metres
472002061,4702061,47,20,2,61,Elmsthorpe No. 100,146,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
472002066,4702066,47,20,2,66,Caledonia No. 99,148,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472002069,4702069,47,20,2,69,Scott No. 98,170,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
472002073,4702073,47,20,2,73,Wellington No. 97,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472002076,4702076,47,20,2,76,Fillmore No. 96,192,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
472100000,4700000,47,21,0,0,Agricultural Region 2B - RÇgion agricole 2B,"3,192",10,162,66,1,x,x,28,"292,290","27,155",28,"279,273","25,945",21,"247,273","22,972",12,"24,710","2,296",5,"7,290",677,0,0,0
472106001,4706001,47,21,6,1,Montmartre No. 126,248,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
472106004,4706004,47,21,6,4,Francis No. 127,297,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472106011,4706011,47,21,6,11,Lajord No. 128,220,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
472106013,4706013,47,21,6,13,Bratt's Lake No. 129,189,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0
472106016,4706016,47,21,6,16,Redburn No. 130,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472106021,4706021,47,21,6,21,Pense No. 160,205,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
472106026,4706026,47,21,6,26,Sherwood No. 159,244,1,x,x,0,0,0,12,"169,830","15,778",12,"169,380","15,736",9,"163,150","15,157",3,x,x,1,x,x,0,0,0
472106029,4706029,47,21,6,29,Edenwold No. 158,406,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
472106034,4706034,47,21,6,34,South Qu'Appelle No. 157,314,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
472106038,4706038,47,21,6,38,Indian Head No. 156,166,1,x,x,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0
472107001,4707001,47,21,7,1,Baildon No. 131,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472107036,4707036,47,21,7,36,Caron No. 162,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472107038,4707038,47,21,7,38,Moose Jaw No. 161,256,4,17,7,1,x,x,6,"80,500","7,479",6,"70,500","6,550",4,"58,000","5,388",4,x,x,2,x,x,0,0,0
472107042,4707042,47,21,7,42,Marquis No. 191,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473000000,4700000,47,30,0,0,Agricultural Region 3AN - RÇgion agricole 3AN,"1,445",4,8,3,0,0,0,5,"37,870","3,518",5,"37,869","3,518",3,"36,352","3,377",0,0,0,3,"1,517",141,0,0,0
473003068,4703068,47,30,3,68,Gravelbourg No. 104,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473003074,4703074,47,30,3,74,Sutton No. 103,152,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0
473003093,4703093,47,30,3,93,Lake Johnston No. 102,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473003096,4703096,47,30,3,96,Terrell No. 101,143,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473007004,4707004,47,30,7,4,Hillsborough No. 132,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473007006,4707006,47,30,7,6,Rodgers No. 133,100,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
473007011,4707011,47,30,7,11,Shamrock No. 134,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473007029,4707029,47,30,7,29,Chaplin No. 164,88,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
473007032,4707032,47,30,7,32,Wheatlands No. 163,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473007047,4707047,47,30,7,47,Eyebrow No. 193,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473007053,4707053,47,30,7,53,Enfield No. 194,158,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
473007071,4707071,47,30,7,71,Maple Bush No. 224,79,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473100000,4700000,47,31,0,0,Agricultural Region 3AS - RÇgion agricole 3AS,"2,596",2,x,x,0,0,0,7,"10,640",988,7,"10,380",964,7,"9,700",901,3,680,63,0,0,0,0,0,0
473102006,4702006,47,31,2,6,Souris Valley No. 7,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473102011,4702011,47,31,2,11,Lake Alma No. 8,123,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
473102014,4702014,47,31,2,14,Surprise Valley No. 9,105,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
473102018,4702018,47,31,2,18,Happy Valley No. 10,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473102024,4702024,47,31,2,24,Bengough No. 40,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473102026,4702026,47,31,2,26,The Gap No. 39,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473102029,4702029,47,31,2,29,Laurier No. 38,150,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
473102057,4702057,47,31,2,57,Key West No. 70,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473103001,4703001,47,31,3,1,Hart Butte No. 11,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473103006,4703006,47,31,3,6,Poplar Valley No. 12,113,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
473103011,4703011,47,31,3,11,Old Post No. 43,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473103022,4703022,47,31,3,22,Waverley No. 44,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473103026,4703026,47,31,3,26,Willow Bunch No. 42,192,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
473103029,4703029,47,31,3,29,Excel No. 71,187,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
473103034,4703034,47,31,3,34,Lake of the Rivers No. 72,158,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
473103038,4703038,47,31,3,38,Stonehenge No. 73,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473103042,4703042,47,31,3,42,Wood River No. 74,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473200000,4700000,47,32,0,0,Agricultural Region 3BN - RÇgion agricole 3BN,"2,775",1,x,x,1,x,x,10,"33,952","3,154",10,"33,722","3,133",10,"28,282","2,627",5,x,x,2,x,x,0,0,0
473207014,4707014,47,32,7,14,Lawtonia No. 135,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473207018,4707018,47,32,7,18,Coulee No. 136,203,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
473207021,4707021,47,32,7,21,Excelsior No. 166,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473207024,4707024,47,32,7,24,Morse No. 165,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473207058,4707058,47,32,7,58,Canaan No. 225,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473207063,4707063,47,32,7,63,Victory No. 226,136,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
473207066,4707066,47,32,7,66,King George No. 256,105,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
473207067,4707067,47,32,7,67,Coteau No. 255,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473208001,4708001,47,32,8,1,Swift Current No. 137,339,1,x,x,1,x,x,3,"18,500","1,719",3,"18,500","1,719",3,x,x,1,x,x,2,x,x,0,0,0
473208006,4708006,47,32,8,6,Webb No. 138,160,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0
473208031,4708031,47,32,8,31,Riverside No. 168,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473208038,4708038,47,32,8,38,Saskatchewan Landing No. 167,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473208042,4708042,47,32,8,42,Lacadena No. 228,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473208092,4708092,47,32,8,92,Monet No. 257,227,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
473300000,4700000,47,33,0,0,Agricultural Region 3BS - RÇgion agricole 3BS,"1,627",2,x,x,0,0,0,4,"27,828","2,585",4,"25,528","2,372",3,x,x,4,x,x,1,x,x,0,0,0
473303016,4703016,47,33,3,16,Glen McPherson No. 46,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473303018,4703018,47,33,3,18,Mankota No. 45,168,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473303048,4703048,47,33,3,48,Pinto Creek No. 75,130,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
473303054,4703054,47,33,3,54,Auvergne No. 76,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473303059,4703059,47,33,3,59,Whiska Creek No. 106,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473303064,4703064,47,33,3,64,Glen Bain No. 105,169,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0
473304003,4704003,47,33,4,3,Val Marie No. 17,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473304006,4704006,47,33,4,6,Lone Tree No. 18,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473304028,4704028,47,33,4,28,Wise Creek No. 77,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473304034,4704034,47,33,4,34,Grassy Creek No. 78,115,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
473304058,4704058,47,33,4,58,Bone Creek No. 108,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473304061,4704061,47,33,4,61,Lac Pelletier No. 107,150,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
474000000,4700000,47,40,0,0,Agricultural Region 4A - RÇgion agricole 4A,"1,227",0,0,0,0,0,0,5,x,x,5,x,x,4,x,x,4,x,x,1,x,x,0,0,0
474004011,4704011,47,40,4,11,Frontier No. 19,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474004019,4704019,47,40,4,19,Reno No. 51,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474004024,4704024,47,40,4,24,White Valley No. 49,224,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0
474004038,4704038,47,40,4,38,Arlington No. 79,114,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
474004045,4704045,47,40,4,45,Maple Creek No. 111,276,0,0,0,0,0,0,3,x,x,3,x,x,3,932,87,2,x,x,0,0,0,0,0,0
474004050,4704050,47,40,4,50,Piapot No. 110,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474004054,4704054,47,40,4,54,Carmichael No. 109,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474100000,4700000,47,41,0,0,Agricultural Region 4B - RÇgion agricole 4B,"1,317",1,x,x,0,0,0,3,x,x,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0
474108009,4708009,47,41,8,9,Gull Lake No. 139,111,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
474108016,4708016,47,41,8,16,Big Stick No. 141,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474108021,4708021,47,41,8,21,Enterprise No. 142,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474108024,4708024,47,41,8,24,Fox Valley No. 171,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474108028,4708028,47,41,8,28,Pittville No. 169,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474108046,4708046,47,41,8,46,Miry Creek No. 229,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474108053,4708053,47,41,8,53,Clinworth No. 230,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474108056,4708056,47,41,8,56,Happyland No. 231,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474108061,4708061,47,41,8,61,Deer Forks No. 232,92,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
475000000,4700000,47,50,0,0,Agricultural Region 5A - RÇgion agricole 5A,"4,592",13,48,19,0,0,0,28,"110,355","10,252",28,"104,288","9,689",21,"69,813","6,486",17,"33,076","3,073",3,"1,399",130,1,x,x
475005041,4705041,47,50,5,41,Spy Hill No. 152,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475005047,4705047,47,50,5,47,Langenburg No. 181,199,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0
475005051,4705051,47,50,5,51,Fertile Belt No. 183,268,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,0,0,0
475005057,4705057,47,50,5,57,Grayson No. 184,200,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0
475005063,4705063,47,50,5,63,McLeod No. 185,268,0,0,0,0,0,0,3,356,33,3,356,33,2,x,x,1,x,x,0,0,0,0,0,0
475005067,4705067,47,50,5,67,Stanley No. 215,252,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475005073,4705073,47,50,5,73,Cana No. 214,263,3,8,3,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
475005077,4705077,47,50,5,77,Saltcoats No. 213,226,1,x,x,0,0,0,3,x,x,3,x,x,3,x,x,1,x,x,0,0,0,0,0,0
475005093,4705093,47,50,5,93,Churchbridge No. 211,266,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
475006042,4706042,47,50,6,42,Abernethy No. 186,193,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
475006048,4706048,47,50,6,48,North Qu'Appelle No. 187,142,1,x,x,0,0,0,4,"7,000",650,4,"7,000",650,2,x,x,2,x,x,0,0,0,0,0,0
475006091,4706091,47,50,6,91,Cupar No. 218,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475006096,4706096,47,50,6,96,Lipton No. 217,217,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0
475006099,4706099,47,50,6,99,Tullymet No. 216,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475009001,4709001,47,50,9,1,Calder No. 241,191,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x
475009006,4709006,47,50,9,6,Wallace No. 243,263,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0
475009011,4709011,47,50,9,11,Orkney No. 244,299,1,x,x,0,0,0,3,x,x,3,x,x,3,x,x,3,"12,350","1,147",1,x,x,0,0,0
475009019,4709019,47,50,9,19,Garry No. 245,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475010003,4710003,47,50,10,3,Ituna Bon Accord No. 246,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475010008,4710008,47,50,10,8,Kellross No. 247,227,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
475010014,4710014,47,50,10,14,Touchwood No. 248,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475100000,4700000,47,51,0,0,Agricultural Region 5B - RÇgion agricole 5B,"4,943",5,35,14,1,x,x,24,"54,024","5,019",24,"50,860","4,725",24,"41,099","3,818",15,x,x,2,x,x,0,0,0
475109023,4709023,47,51,9,23,Insinger No. 275,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475109029,4709029,47,51,9,29,Good Lake No. 274,224,1,x,x,0,0,0,4,x,x,4,x,x,4,x,x,2,x,x,1,x,x,0,0,0
475109033,4709033,47,51,9,33,Sliding Hills No. 273,223,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
475109037,4709037,47,51,9,37,Cote No. 271,187,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0
475109042,4709042,47,51,9,42,St. Philips No. 301,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475109046,4709046,47,51,9,46,Keys No. 303,162,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
475109049,4709049,47,51,9,49,Buchanan No. 304,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475109054,4709054,47,51,9,54,Invermay No. 305,192,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0
475109060,4709060,47,51,9,60,Hazel Dell No. 335,235,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0
475109062,4709062,47,51,9,62,Preeceville No. 334,372,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
475109067,4709067,47,51,9,67,Clayton No. 333,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475109075,4709075,47,51,9,75,Livingston No. 331,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475110026,4710026,47,51,10,26,Kutawa No. 278,112,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
475110031,4710031,47,51,10,31,Emerald No. 277,229,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
475110036,4710036,47,51,10,36,Foam Lake No. 276,337,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
475110041,4710041,47,51,10,41,Elfros No. 307,188,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0
475110046,4710046,47,51,10,46,Big Quill No. 308,218,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
475110061,4710061,47,51,10,61,Lakeside No. 338,138,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475110066,4710066,47,51,10,66,Lakeview No. 337,170,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
475110071,4710071,47,51,10,71,Sasman No. 336,273,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
475114021,4714021,47,51,14,21,Kelvington No. 366,208,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
475114023,4714023,47,51,14,23,Ponass Lake No. 367,245,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
475114026,4714026,47,51,14,26,Spalding No. 368,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476000000,4700000,47,60,0,0,Agricultural Region 6A - RÇgion agricole 6A,"3,876",7,12,5,0,0,0,23,"101,278","9,409",23,"101,153","9,397",19,"77,913","7,238",7,"15,700","1,459",3,"7,540",700,0,0,0
476006053,4706053,47,60,6,53,Lumsden No. 189,272,2,x,x,0,0,0,3,"3,920",364,3,"3,920",364,3,"3,920",364,0,0,0,0,0,0,0,0,0
476006059,4706059,47,60,6,59,Dufferin No. 190,184,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
476006063,4706063,47,60,6,63,Sarnia No. 221,186,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
476006070,4706070,47,60,6,70,Longlaketon No. 219,306,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0
476006071,4706071,47,60,6,71,McKillop No. 220,162,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0
476007091,4707091,47,60,7,91,Craik No. 222,137,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
476010021,4710021,47,60,10,21,Mount Hope No. 279,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476010052,4710052,47,60,10,52,Prairie Rose No. 309,142,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0
476010056,4710056,47,60,10,56,Leroy No. 339,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476011003,4711003,47,60,11,3,Last Mountain Valley No. 250,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476011006,4711006,47,60,11,6,Big Arm No. 251,123,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
476011011,4711011,47,60,11,11,Arm River No. 252,115,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
476011034,4711034,47,60,11,34,McCraney No. 282,185,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
476011039,4711039,47,60,11,39,Wood Creek No. 281,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476011042,4711042,47,60,11,42,Wreford No. 280,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476011046,4711046,47,60,11,46,Usborne No. 310,168,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476011052,4711052,47,60,11,52,Morris No. 312,169,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
476011059,4711059,47,60,11,59,Lost River No. 313,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476011069,4711069,47,60,11,69,Blucher No. 343,226,1,x,x,0,0,0,6,"30,910","2,872",6,"30,910","2,872",2,x,x,2,x,x,2,x,x,0,0,0
476011076,4711076,47,60,11,76,Colonsay No. 342,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476011091,4711091,47,60,11,91,Viscount No. 341,166,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
476011096,4711096,47,60,11,96,Wolverine No. 340,182,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476100000,4700000,47,61,0,0,Agricultural Region 6B - RÇgion agricole 6B,"3,923",20,262,106,4,532,215,52,"444,023","41,251",52,"440,608","40,934",36,"331,974","30,841",26,"93,564","8,692",6,"15,070","1,400",1,x,x
476107076,4707076,47,61,7,76,Huron No. 223,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476111016,4711016,47,61,11,16,Willner No. 253,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
