AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,FCAPDST_1,FCAPDST_2,FCAPDST_3,FCAPDST_4,FCAPDST_5,FCAPDST_6,FCAPDST_7,FCAPDST_8
Geography,Standard Geographical Classification,Province,Census Agricultural Region,Census Division ,Census Consolidated Subdivision,Geographic Identification,Total number of farms,"Total farm capital (under $50,000) - Farms Reporting","Total farm capital ($50,000-$99,999) - Farms Reporting","Total farm capital ($100,000-$199,999) - Farms Reporting","Total farm capital ($200,000-$349,999) - Farms Reporting","Total farm capital ($350,000-$499,999) - Farms Reporting","Total farm capital ($500,000-$999,999) - Farms Reporting","Total farm capital ($1,000,000-$1,499,999) - Farms Reporting","Total farm capital ($1,500,000 and over) - Farms Reporting"
240542060,2442060,24,5,42,60,Valcourt,40,0,1,11,11,11,5,1,0
240542065,2442065,24,5,42,65,Maricourt,36,4,4,12,11,2,3,0,0
240542075,2442075,24,5,42,75,Melbourne,64,2,1,21,21,11,8,0,0
240542095,2442095,24,5,42,95,Val-Joli,64,0,5,19,20,10,9,0,1
240542100,2442100,24,5,42,100,Saint-Claude,46,3,2,14,11,6,5,4,1
240542110,2442110,24,5,42,110,Cleveland,51,0,1,20,12,7,7,4,0
240543000,2443000,24,5,43,0,Sherbrooke,131,2,10,35,43,13,22,5,1
240543015,2443015,24,5,43,15,Ascot,49,1,2,13,12,6,12,2,1
240543025,2443025,24,5,43,25,Sherbrooke,27,0,5,7,9,3,3,0,0
240543030,2443030,24,5,43,30,Rock Forest,24,0,2,7,7,3,4,1,0
240543040,2443040,24,5,43,40,Saint-êlie-d'Orford,31,1,1,8,15,1,3,2,0
240544000,2444000,24,5,44,0,Coaticook,572,22,39,65,107,104,171,44,20
240544010,2444010,24,5,44,10,East Hereford,26,1,1,5,5,7,7,0,0
240544015,2444015,24,5,44,15,Saint-HermÇnÇgilde,36,5,2,4,7,5,8,4,1
240544023,2444023,24,5,44,23,Dixville,34,4,1,3,8,6,9,3,0
240544030,2444030,24,5,44,30,Barford,25,2,1,2,6,5,6,3,0
240544040,2444040,24,5,44,40,Barnston,105,3,7,7,15,19,42,9,3
240544045,2444045,24,5,44,45,Barnston-Ouest,47,1,7,7,10,8,10,3,1
240544050,2444050,24,5,44,50,Stanstead-Est,64,1,6,10,11,15,14,6,1
240544055,2444055,24,5,44,55,Sainte-Edwidge-de-Clifton,68,3,6,7,14,10,21,5,2
240544060,2444060,24,5,44,60,Martinville,19,0,0,4,4,6,5,0,0
240544067,2444067,24,5,44,67,Compton,77,1,3,7,14,13,31,3,5
240544075,2444075,24,5,44,75,Compton Station,71,1,5,9,13,10,18,8,7
240545000,2445000,24,5,45,0,MemphrÇmagog,348,15,28,88,102,49,44,18,4
240545020,2445020,24,5,45,20,Ogden,46,0,5,13,14,6,5,2,1
240545025,2445025,24,5,45,25,Stanstead,27,2,3,6,6,4,4,2,0
240545030,2445030,24,5,45,30,Potton,56,1,3,15,17,8,8,3,1
240545043,2445043,24,5,45,43,Hatley,34,3,1,8,11,3,3,3,2
240545055,2445055,24,5,45,55,Hatley,17,0,0,6,4,4,3,0,0
240545060,2445060,24,5,45,60,Sainte-Catherine-de-Hatley,56,4,5,13,17,6,7,4,0
240545075,2445075,24,5,45,75,Magog,46,1,4,10,14,9,6,2,0
240545085,2445085,24,5,45,85,Austin,48,4,6,8,14,8,6,2,0
240545105,2445105,24,5,45,105,Stukely-Sud,18,0,1,9,5,1,2,0,0
240600000,2400000,24,6,0,0,MontrÇal-Laval,288,12,9,52,63,53,67,20,12
240665000,2465000,24,6,65,0,Laval,202,5,4,33,49,41,49,12,9
240665005,2465005,24,6,65,5,Laval,202,5,4,33,49,41,49,12,9
240666000,2466000,24,6,66,0,CommunautÇ-Urbaine-de-MontrÇal,86,7,5,19,14,12,18,8,3
240666025,2466025,24,6,66,25,MontrÇal,86,7,5,19,14,12,18,8,3
240700000,2400000,24,7,0,0,Lanaudiäre,"2,105",56,96,368,519,341,505,138,82
240752000,2452000,24,7,52,0,D'Autray,565,8,26,94,140,107,135,36,19
240752010,2452010,24,7,52,10,Saint-Antoine-de-Lavaltrie,36,1,2,7,4,8,9,5,0
240752020,2452020,24,7,52,20,Lanoraie-d'Autray,54,1,1,8,10,7,21,4,2
240752030,2452030,24,7,52,30,Sainte-êlisabeth,84,0,1,10,19,21,22,5,6
240752040,2452040,24,7,52,40,Sainte-Geneviäve-de-Berthier,43,2,4,8,8,3,11,4,3
240752045,2452045,24,7,52,45,Saint-Ignace-de-Loyola,39,0,1,3,17,12,6,0,0
240752055,2452055,24,7,52,55,Saint-BarthÇlÇmy,68,0,5,10,13,17,18,4,1
240752065,2452065,24,7,52,65,Saint-Cuthbert,82,2,3,10,26,15,19,5,2
240752070,2452070,24,7,52,70,Saint-Norbert,39,0,1,8,12,5,10,2,1
240752085,2452085,24,7,52,85,Saint-Gabriel-de-Brandon,86,1,6,19,24,15,14,5,2
240752090,2452090,24,7,52,90,Saint-Didace,34,1,2,11,7,4,5,2,2
240760000,2460000,24,7,60,0,L'Assomption,192,3,6,25,57,27,50,16,8
240760010,2460010,24,7,60,10,Le Gardeur,26,1,0,1,5,5,12,2,0
240760020,2460020,24,7,60,20,Saint-Sulpice,24,0,1,4,6,2,3,4,4
240760027,2460027,24,7,60,27,L'Assomption,58,1,3,5,12,13,16,6,2
240760040,2460040,24,7,60,40,L'êpiphanie,46,0,1,9,20,1,10,4,1
240760045,2460045,24,7,60,45,Saint-GÇrard-Majella,38,1,1,6,14,6,9,0,1
240761000,2461000,24,7,61,0,Joliette,328,8,13,74,65,56,81,21,10
240761005,2461005,24,7,61,5,Saint-Paul,97,3,5,25,15,18,23,5,3
240761027,2461027,24,7,61,27,Saint-Thomas,79,3,4,14,15,10,19,9,5
240761040,2461040,24,7,61,40,Saint-Ambroise-de-Kildare,82,0,3,23,20,13,21,2,0
240761045,2461045,24,7,61,45,Notre-Dame-de-Lourdes,27,1,0,4,5,5,8,2,2
240761050,2461050,24,7,61,50,Sainte-MÇlanie,43,1,1,8,10,10,10,3,0
240762000,2462000,24,7,62,0,Matawinie,276,13,15,51,85,35,60,11,6
240762010,2462010,24,7,62,10,Saint-FÇlix-de-Valois,106,2,3,12,28,18,34,6,3
240762015,2462015,24,7,62,15,Saint-Jean-de-Matha,48,1,0,11,18,5,8,3,2
240762020,2462020,24,7,62,20,Sainte-BÇatrix,27,2,5,6,5,3,5,1,0
240762030,2462030,24,7,62,30,Sainte-Marcelline-de-Kildare,30,4,2,8,11,3,2,0,0
240762040,2462040,24,7,62,40,Rawdon,40,3,1,6,15,3,10,1,1
240762075,2462075,24,7,62,75,Saint-Damien,25,1,4,8,8,3,1,0,0
240763000,2463000,24,7,63,0,Montcalm,594,17,27,99,127,90,149,48,37
240763005,2463005,24,7,63,5,Sainte-Marie-SalomÇ,26,1,2,7,4,4,6,2,0
240763015,2463015,24,7,63,15,Saint-Jacques,87,2,1,18,22,9,26,6,3
240763025,2463025,24,7,63,25,Saint-Alexis,70,1,5,20,14,7,11,8,4
240763030,2463030,24,7,63,30,Saint-Esprit,85,1,6,9,22,17,14,6,10
240763035,2463035,24,7,63,35,Saint-Roch-de-l'Achigan,134,4,2,8,19,24,49,16,12
240763050,2463050,24,7,63,50,Saint-Lin,100,4,5,17,26,14,24,5,5
240763060,2463060,24,7,63,60,Sainte-Julienne,41,3,4,12,6,4,8,3,1
240763065,2463065,24,7,63,65,Saint-Liguori,51,1,2,8,14,11,11,2,2
240764000,2464000,24,7,64,0,Les Moulins,150,7,9,25,45,26,30,6,2
240764010,2464010,24,7,64,10,Terrebonne,45,2,2,10,13,6,8,3,1
240764015,2464015,24,7,64,15,Mascouche,76,3,7,12,22,15,14,2,1
240764020,2464020,24,7,64,20,La Plaine,29,2,0,3,10,5,8,1,0
240800000,2400000,24,8,0,0,Outaouais,"1,585",41,131,489,462,228,188,33,13
240880000,2480000,24,8,80,0,Papineau,389,9,42,130,105,45,48,6,4
240880015,2480015,24,8,80,15,Notre-Dame-de-Bon-Secours-Partie-Nord,25,0,4,7,7,3,2,0,2
240880020,2480020,24,8,80,20,Notre-Dame-de-la-Paix,29,0,4,8,10,2,5,0,0
240880030,2480030,24,8,80,30,Saint-AndrÇ-Avellin,69,2,7,21,22,6,11,0,0
240880040,2480040,24,8,80,40,Sainte-AngÇlique,33,1,2,16,6,3,5,0,0
240880045,2480045,24,8,80,45,Plaisance,20,1,4,3,5,3,3,1,0
240880055,2480055,24,8,80,55,Lochaber,53,2,6,13,15,9,6,1,1
240880060,2480060,24,8,80,60,Lochaber-Partie-Ouest,32,0,2,9,7,4,9,0,1
240880065,2480065,24,8,80,65,Mayo,17,0,1,7,3,4,2,0,0
240880070,2480070,24,8,80,70,Saint-Sixte,23,0,2,10,7,3,1,0,0
240880080,2480080,24,8,80,80,Ripon,38,1,6,18,11,1,1,0,0
240880085,2480085,24,8,80,85,Mulgrave-et-Derry,24,0,2,8,7,5,1,1,0
240880115,2480115,24,8,80,115,Boileau,26,2,2,10,5,2,2,3,0
240881000,2481000,24,8,81,0,CommunautÇ-Urbaine-de-l'Outaouais,113,3,6,37,30,15,13,7,2
240881010,2481010,24,8,81,10,Masson-Angers,27,1,1,10,6,3,4,2,0
240881015,2481015,24,8,81,15,Gatineau,58,0,4,19,18,6,7,3,1
240881025,2481025,24,8,81,25,Aylmer,28,2,1,8,6,6,2,2,1
240882000,2482000,24,8,82,0,Les Collines-de-l'Outaouais,402,13,27,122,130,52,43,10,5
240882005,2482005,24,8,82,5,L'Ange-Gardien,84,5,5,33,29,5,7,0,0
240882010,2482010,24,8,82,10,Notre-Dame-de-la-Salette,29,0,6,8,5,5,4,0,1
240882015,2482015,24,8,82,15,Val-des-Monts,59,2,1,14,23,12,6,1,0
240882020,2482020,24,8,82,20,Cantley,36,2,2,13,14,2,3,0,0
240882030,2482030,24,8,82,30,Pontiac,109,3,8,25,36,13,13,8,3
240882035,2482035,24,8,82,35,La Pàche,85,1,5,29,23,15,10,1,1
240883000,2483000,24,8,83,0,La VallÇe-de-la-Gatineau,240,6,23,67,74,45,22,3,0
240883010,2483010,24,8,83,10,Low,46,1,4,13,14,9,5,0,0
240883015,2483015,24,8,83,15,Kazabazua,20,1,2,4,6,5,1,1,0
240883020,2483020,24,8,83,20,Lac-Sainte-Marie,25,0,3,7,8,5,2,0,0
240883025,2483025,24,8,83,25,Northfield,17,0,1,5,6,5,0,0,0
240883035,2483035,24,8,83,35,Wright,26,0,1,5,8,7,4,1,0
240883050,2483050,24,8,83,50,Bouchette,32,1,4,13,6,3,4,1,0
240883060,2483060,24,8,83,60,Messines,32,3,4,7,13,3,2,0,0
240883080,2483080,24,8,83,80,Montcerf,42,0,4,13,13,8,4,0,0
240884000,2484000,24,8,84,0,Pontiac,441,10,33,133,123,71,62,7,2
240884005,2484005,24,8,84,5,Bristol,61,0,4,21,16,11,8,1,0
240884015,2484015,24,8,84,15,Clarendon,156,5,8,42,40,23,33,3,2
240884035,2484035,24,8,84,35,Grand-Calumet,40,0,3,15,7,9,6,0,0
240884040,2484040,24,8,84,40,Litchfield,46,0,4,12,16,7,6,1,0
240884045,2484045,24,8,84,45,Thorne,27,2,6,6,11,2,0,0,0
240884065,2484065,24,8,84,65,Mansfield-et-Pontefract,22,1,2,8,7,3,1,0,0
240884075,2484075,24,8,84,75,L'Isle-aux-Allumettes-Partie-Est,27,0,1,8,7,8,3,0,0
240884085,2484085,24,8,84,85,L'Isle-aux-Allumettes,31,1,2,11,10,6,1,0,0
240884090,2484090,24,8,84,90,Chichester,31,1,3,10,9,2,4,2,0
240900000,2400000,24,9,0,0,Laurentides,"1,759",69,98,402,527,266,318,47,32
240972000,2472000,24,9,72,0,Deux-Montagnes,362,11,8,62,117,73,68,10,13
240972005,2472005,24,9,72,5,Saint-Eustache,129,4,2,23,43,19,24,5,9
240972025,2472025,24,9,72,25,Saint-Joseph-du-Lac,123,4,3,22,49,28,15,1,1
240972035,2472035,24,9,72,35,Oka,64,0,0,11,16,16,18,1,2
240972043,2472043,24,9,72,43,Saint-Placide,46,3,3,6,9,10,11,3,1
240973000,2473000,24,9,73,0,ThÇräse-De Blainville,127,3,7,27,36,24,24,4,2
240973015,2473015,24,9,73,15,Blainville,33,1,2,12,8,5,5,0,0
240973035,2473035,24,9,73,35,Sainte-Anne-des-Plaines,94,2,5,15,28,19,19,4,2
240974000,2474000,24,9,74,0,Mirabel,477,12,18,96,155,62,106,18,10
240974005,2474005,24,9,74,5,Mirabel,477,12,18,96,155,62,106,18,10
240975000,2475000,24,9,75,0,La Riviäre-du-Nord,101,9,8,32,30,7,9,5,1
240975010,2475010,24,9,75,10,Bellefeuille,55,7,4,19,17,3,3,2,0
240975030,2475030,24,9,75,30,Sainte-Sophie,46,2,4,13,13,4,6,3,1
240976000,2476000,24,9,76,0,Argenteuil,253,8,16,54,62,45,62,2,4
240976015,2476015,24,9,76,15,Saint-AndrÇ-d'Argenteuil,94,3,3,17,18,24,28,0,1
240976020,2476020,24,9,76,20,Lachute,32,2,3,4,13,3,6,0,1
240976045,2476045,24,9,76,45,Chatham,72,2,6,13,15,15,18,2,1
240976060,2476060,24,9,76,60,Grenville,33,0,1,12,10,2,8,0,0
240976065,2476065,24,9,76,65,Harrington,22,1,3,8,6,1,2,0,1
240977000,2477000,24,9,77,0,Les Pays-d'en-Haut,19,4,2,3,5,2,2,1,0
240977045,2477045,24,9,77,45,Saint-Sauveur,19,4,2,3,5,2,2,1,0
240978000,2478000,24,9,78,0,Les Laurentides,134,4,14,44,39,16,14,2,1
240978055,2478055,24,9,78,55,Montcalm,20,1,3,7,4,1,2,2,0
240978060,2478060,24,9,78,60,Arundel,19,0,0,6,7,3,3,0,0
240978085,2478085,24,9,78,85,Saint-Jovite,30,0,6,9,9,4,2,0,0
240978115,2478115,24,9,78,115,La Conception,44,2,1,17,9,8,6,0,1
240978130,2478130,24,9,78,130,La Minerve,21,1,4,5,10,0,1,0,0
240979000,2479000,24,9,79,0,Antoine-Labelle,286,18,25,84,83,37,33,5,1
240979020,2479020,24,9,79,20,Saint-AimÇ-du-Lac-des-?les,26,1,1,7,11,3,2,1,0
240979025,2479025,24,9,79,25,Kiamika,31,2,4,6,3,6,10,0,0
240979030,2479030,24,9,79,30,Lac-Nominingue,45,10,5,11,12,2,3,2,0
240979080,2479080,24,9,79,80,Beaux-Rivages,18,2,0,12,2,1,0,1,0
240979085,2479085,24,9,79,85,Mont-Laurier,22,0,3,3,8,3,5,0,0
240979090,2479090,24,9,79,90,Des Ruisseaux,46,1,6,14,16,5,3,1,0
240979100,2479100,24,9,79,100,Ferme-Neuve,63,1,3,23,22,8,5,0,1
240979110,2479110,24,9,79,110,Mont-Saint-Michel,35,1,3,8,9,9,5,0,0
241000000,2400000,24,10,0,0,Abitibi-TÇmiscamingue--Nord-du-QuÇbec,892,36,102,240,280,121,103,7,3
241085000,2485000,24,10,85,0,TÇmiscamingue,322,14,24,69,113,47,51,3,1
241085015,2485015,24,10,85,15,Saint-êdouard-de-Fabre,24,0,1,4,11,3,5,0,0
241085020,2485020,24,10,85,20,BÇarn,34,6,4,6,5,1,9,2,1
241085030,2485030,24,10,85,30,Duhamel-Ouest,22,1,2,4,7,6,2,0,0
241085037,2485037,24,10,85,37,Lorrainville,38,1,3,11,14,4,5,0,0
241085045,2485045,24,10,85,45,Saint-Bruno-de-Guigues,54,2,3,14,19,9,7,0,0
241085050,2485050,24,10,85,50,Laverlochäre,25,0,3,6,7,6,3,0,0
241085055,2485055,24,10,85,55,Fugäreville,26,1,1,5,13,3,3,0,0
241085085,2485085,24,10,85,85,Saint-Eugäne-de-Guigues,20,1,0,0,5,5,8,1,0
241085090,2485090,24,10,85,90,Notre-Dame-du-Nord,25,0,2,5,12,3,3,0,0
241085100,2485100,24,10,85,100,NÇdelec,31,0,2,8,13,4,4,0,0
241085105,2485105,24,10,85,105,RÇmigny,23,2,3,6,7,3,2,0,0
241086000,2486000,24,10,86,0,Rouyn-Noranda,81,3,9,32,21,10,5,1,0
241086010,2486010,24,10,86,10,Rollet,22,1,2,10,7,1,1,0,0
241086025,2486025,24,10,86,25,Beaudry,25,1,1,11,6,5,1,0,0
241086050,2486050,24,10,86,50,McWatters,17,1,6,5,5,0,0,0,0
241086060,2486060,24,10,86,60,Saint-Norbert-de-Mont-Brun,17,0,0,6,3,4,3,1,0
241087000,2487000,24,10,87,0,Abitibi-Ouest,238,5,33,70,75,33,22,0,0
241087010,2487010,24,10,87,10,Rapide-Danseur,27,0,5,9,7,4,2,0,0
241087025,2487025,24,10,87,25,Palmarolle,36,0,2,10,10,10,4,0,0
241087030,2487030,24,10,87,30,Sainte-Germaine-BoulÇ,21,0,1,7,7,4,2,0,0
241087035,2487035,24,10,87,35,Poularies,23,0,6,5,9,2,1,0,0
241087045,2487045,24,10,87,45,Taschereau,22,1,2,7,10,1,1,0,0
241087060,2487060,24,10,87,60,Macamic,18,2,3,6,4,1,2,0,0
241087075,2487075,24,10,87,75,Clerval,17,0,0,8,6,2,1,0,0
241087080,2487080,24,10,87,80,La Reine,16,1,2,6,6,1,0,0,0
241087085,2487085,24,10,87,85,Dupuy,16,0,1,1,7,1,6,0,0
241087090,2487090,24,10,87,90,La Sarre,42,1,11,11,9,7,3,0,0
241088000,2488000,24,10,88,0,Abitibi,202,12,28,57,58,23,21,2,1
241088022,2488022,24,10,88,22,Barraute,36,4,7,10,13,0,2,0,0
241088045,2488045,24,10,88,45,La Motte,49,3,7,11,11,10,6,0,1
241088055,2488055,24,10,88,55,Amos,39,2,6,13,8,4,5,1,0
241088085,2488085,24,10,88,85,Sainte-Gertrude-Manneville,49,1,3,12,20,8,5,0,0
241088904,2488904,24,10,88,904,Lac-Chicobi,29,2,5,11,6,1,3,1,0
241089000,2489000,24,10,89,0,VallÇe-de-l'Or,49,2,8,12,13,8,4,1,1
241089030,2489030,24,10,89,30,Vassan,25,2,3,5,7,4,2,1,1
241089045,2489045,24,10,89,45,Senneterre,24,0,5,7,6,4,2,0,0
241100000,2400000,24,11,0,0,GaspÇsie--?les-de-la-Madeleine,331,23,54,100,83,47,24,0,0
241101000,2401000,24,11,1,0,Les ?les-de-la-Madeleine,22,6,1,7,3,4,1,0,0
241101010,2401010,24,11,1,10,L'?le-du-Havre-Aubert,22,6,1,7,3,4,1,0,0
241102000,2402000,24,11,2,0,Pabok,28,2,8,8,7,1,2,0,0
241102050,2402050,24,11,2,50,Port-Daniel,28,2,8,8,7,1,2,0,0
241103000,2403000,24,11,3,0,La Cìte-de-GaspÇ,21,3,6,6,5,1,0,0,0
241103005,2403005,24,11,3,5,GaspÇ,21,3,6,6,5,1,0,0,0
241104000,2404000,24,11,4,0,Denis-Riverin,34,1,8,12,7,5,1,0,0
241104045,2404045,24,11,4,45,Cap-Chat,34,1,8,12,7,5,1,0,0
241105000,2405000,24,11,5,0,Bonaventure,137,8,19,42,40,18,10,0,0
241105010,2405010,24,11,5,10,Shigawake,27,2,6,7,8,4,0,0,0
241105045,2405045,24,11,5,45,Bonaventure,31,1,4,7,14,2,3,0,0
241105060,2405060,24,11,5,60,Caplan,16,1,0,4,4,3,4,0,0
241105065,2405065,24,11,5,65,Saint-Alphonse,30,1,6,13,4,5,1,0,0
241105070,2405070,24,11,5,70,New Richmond,33,3,3,11,10,4,2,0,0
241106000,2406000,24,11,6,0,Avignon,89,3,12,25,21,18,10,0,0
241106010,2406010,24,11,6,10,Carleton,21,1,2,8,4,2,4,0,0
241106020,2406020,24,11,6,20,Nouvelle,19,0,4,6,4,3,2,0,0
241106040,2406040,24,11,6,40,Saint-AndrÇ-de-Restigouche,20,0,2,7,5,5,1,0,0
241106050,2406050,24,11,6,50,Saint-Alexis-de-MatapÇdia,29,2,4,4,8,8,3,0,0
241200000,2400000,24,12,0,0,Chaudiäre-Appalaches,"6,633",574,877,"1,463","1,622",915,971,134,77
241217000,2417000,24,12,17,0,L'Islet,637,118,111,168,130,65,42,2,1
241217010,2417010,24,12,17,10,Saint-Pamphile,49,5,7,12,16,5,4,0,0
241217015,2417015,24,12,17,15,Saint-Adalbert,59,11,13,25,5,4,1,0,0
241217020,2417020,24,12,17,20,Saint-Marcel,49,11,7,15,12,4,0,0,0
241217025,2417025,24,12,17,25,Sainte-FÇlicitÇ,19,8,5,3,2,1,0,0,0
241217030,2417030,24,12,17,30,Sainte-PerpÇtue,79,23,25,22,6,2,1,0,0
241217040,2417040,24,12,17,40,Saint-Damase-de-l'Islet,39,8,9,9,9,0,4,0,0
241217045,2417045,24,12,17,45,Saint-Cyrille-de-Lessard,29,8,4,7,2,7,1,0,0
241217050,2417050,24,12,17,50,Saint-Eugäne,40,8,10,13,8,1,0,0,0
241217055,2417055,24,12,17,55,Saint-Aubert,57,10,14,13,9,7,4,0,0
241217060,2417060,24,12,17,60,Sainte-Louise,48,4,6,10,15,4,9,0,0
241217065,2417065,24,12,17,65,Saint-Roch-des-Aulnaies,34,5,0,6,9,5,7,1,1
241217070,2417070,24,12,17,70,Saint-Jean-Port-Joli,80,11,8,22,22,13,4,0,0
241217080,2417080,24,12,17,80,L'Islet-sur-Mer,55,6,3,11,15,12,7,1,0
241218000,2418000,24,12,18,0,Montmagny,394,33,53,88,109,48,57,4,2
241218015,2418015,24,12,18,15,Saint-Fabien-de-Panet,37,6,8,9,9,4,1,0,0
241218020,2418020,24,12,18,20,Sainte-Lucie-de-Beauregard,20,5,3,8,4,0,0,0,0
241218025,2418025,24,12,18,25,Sainte-Apolline-de-Patton,30,6,13,6,5,0,0,0,0
241218030,2418030,24,12,18,30,Saint-Paul-de-Montminy,21,2,5,6,5,3,0,0,0
241218040,2418040,24,12,18,40,Notre-Dame-du-Rosaire,18,6,6,4,1,0,1,0,0
241218045,2418045,24,12,18,45,Cap-Saint-Ignace,70,4,7,17,20,10,10,1,1
241218050,2418050,24,12,18,50,Montmagny,70,1,3,25,22,4,13,1,1
241218055,2418055,24,12,18,55,Saint-Pierre-de-la-Riviäre-du-Sud,35,1,1,3,10,9,11,0,0
241218060,2418060,24,12,18,60,Saint-Franáois-de-la-Riviäre-du-Sud,93,2,7,10,33,18,21,2,0
241219000,2419000,24,12,19,0,Bellechasse,"1,038",64,106,219,248,174,189,24,14
241219005,2419005,24,12,19,5,Saint-PhilÇmon,24,2,4,9,4,3,1,0,1
241219010,2419010,24,12,19,10,Notre-Dame-Auxiliatrice-de-Buckland,35,6,5,16,5,2,1,0,0
241219015,2419015,24,12,19,15,Saint-Nazaire-de-Dorchester,35,3,5,10,4,7,4,0,2
241219020,2419020,24,12,19,20,Saint-LÇon-de-Standon,58,5,9,17,15,8,4,0,0
241219025,2419025,24,12,19,25,Saint-Malachie,64,9,7,20,15,5,5,2,1
241219037,2419037,24,12,19,37,Armagh,43,5,7,9,13,4,4,1,0
241219045,2419045,24,12,19,45,Saint-NÇrÇe,31,2,9,10,8,1,1,0,0
241219050,2419050,24,12,19,50,Saint-Lazare-de-Bellechasse,60,0,6,19,17,9,8,0,1
241219055,2419055,24,12,19,55,Sainte-Claire,85,5,7,12,22,12,22,3,2
241219065,2419065,24,12,19,65,Saint-Anselme,81,1,4,16,16,11,24,5,4
241219070,2419070,24,12,19,70,Honfleur,79,4,7,7,15,10,30,6,0
241219075,2419075,24,12,19,75,Saint-Gervais,119,6,9,14,22,40,25,2,1
241219082,2419082,24,12,19,82,Saint-Raphaâl,52,8,9,11,11,6,7,0,0
241219090,2419090,24,12,19,90,La Durantaye,42,3,4,12,10,7,5,1,0
241219097,2419097,24,12,19,97,Saint-Charles-de-Bellechasse,97,3,7,19,33,19,12,2,2
241219105,2419105,24,12,19,105,Saint-êtienne-de-Beaumont,26,0,0,4,9,6,7,0,0
241219110,2419110,24,12,19,110,Saint-Michel-de-Bellechasse,58,1,5,7,15,10,19,1,0
241219117,2419117,24,12,19,117,Saint-Vallier,49,1,2,7,14,14,10,1,0
241224000,2424000,24,12,24,0,Desjardins,196,9,18,32,49,36,39,5,8
241224005,2424005,24,12,24,5,Saint-Henri,125,5,8,18,28,23,31,4,8
241224010,2424010,24,12,24,10,Pintendre,41,1,8,7,9,10,5,1,0
241224015,2424015,24,12,24,15,Saint-Joseph-de-la-Pointe-de-LÇvy,30,3,2,7,12,3,3,0,0
241225000,2425000,24,12,25,0,Les Chutes-de-la-Chaudiäre,180,10,10,40,45,34,35,3,3
241225005,2425005,24,12,25,5,Saint-Lambert-de-Lauzon,58,2,5,13,17,9,9,1,2
241225010,2425010,24,12,25,10,Saint-êtienne-de-Lauzon,20,1,3,7,3,3,3,0,0
241225020,2425020,24,12,25,20,Saint-Jean-Chrysostome,33,3,0,5,7,10,6,2,0
241225043,2425043,24,12,25,43,Berniäres-Saint-Nicolas,69,4,2,15,18,12,17,0,1
241226000,2426000,24,12,26,0,La Nouvelle-Beauce,802,43,52,112,192,133,188,50,32
241226005,2426005,24,12,26,5,Saint-êdouard-de-Frampton,85,9,15,18,20,12,9,1,1
241226010,2426010,24,12,26,10,Saints-Anges,75,5,1,15,20,19,11,3,1
241226022,2426022,24,12,26,22,Saint-ElzÇar,91,3,10,13,20,9,19,10,7
241226030,2426030,24,12,26,30,Sainte-Marie,106,10,7,15,36,13,19,4,2
241226035,2426035,24,12,26,35,Sainte-Marguerite,92,5,7,15,18,17,26,2,2
241226040,2426040,24,12,26,40,Sainte-HÇnÇdine,74,6,4,8,19,16,15,4,2
241226048,2426048,24,12,26,48,Scott,19,1,1,1,6,4,6,0,0
241226055,2426055,24,12,26,55,Saint-Bernard,140,0,1,4,23,27,56,16,13
241226063,2426063,24,12,26,63,Saint-Isidore,120,4,6,23,30,16,27,10,4
241227000,2427000,24,12,27,0,Robert-Cliche,537,41,72,134,149,74,56,7,4
241227010,2427010,24,12,27,10,Saint-Victor-de-Tring,120,10,21,35,24,16,11,1,2
241227015,2427015,24,12,27,15,Saint-Alfred,17,2,6,5,2,1,1,0,0
241227020,2427020,24,12,27,20,Saint-Franáois-Ouest,26,2,1,5,9,7,2,0,0
241227030,2427030,24,12,27,30,Saint-Franáois-de-Beauce,35,6,11,7,6,3,1,1,0
241227035,2427035,24,12,27,35,Saint-Odilon-de-Cranbourne,68,1,4,16,20,14,8,4,1
241227040,2427040,24,12,27,40,Saint-Joseph-de-Beauce,71,4,4,17,23,13,9,1,0
241227050,2427050,24,12,27,50,Saint-Joseph-des-êrables,39,0,2,9,13,9,6,0,0
241227055,2427055,24,12,27,55,Saint-Jules,48,3,2,16,15,5,6,0,1
241227065,2427065,24,12,27,65,Saint-FrÇdÇric,84,7,16,18,27,6,10,0,0
241227070,2427070,24,12,27,70,Saint-SÇverin,29,6,5,6,10,0,2,0,0
241228000,2428000,24,12,28,0,Les Etchemins,356,63,99,108,58,14,13,0,1
241228005,2428005,24,12,28,5,Saint-Zacharie,74,13,34,16,7,3,1,0,0
241228015,2428015,24,12,28,15,Sainte-AurÇlie,21,6,6,6,2,1,0,0,0
241228020,2428020,24,12,28,20,Saint-Prosper,56,8,16,18,11,1,2,0,0
241228025,2428025,24,12,28,25,Saint-Benjamin,25,5,8,9,2,1,0,0,0
241228030,2428030,24,12,28,30,Sainte-Rose-de-Watford,29,7,6,4,9,1,2,0,0
241228035,2428035,24,12,28,35,Saint-Louis-de-Gonzague,35,8,9,15,3,0,0,0,0
241228040,2428040,24,12,28,40,Saint-Cyprien,19,3,2,11,2,0,1,0,0
241228045,2428045,24,12,28,45,Sainte-Justine,27,5,2,9,7,2,1,0,1
241228055,2428055,24,12,28,55,Sainte-Germaine-du-Lac-Etchemin,27,3,4,9,6,2,3,0,0
241228070,2428070,24,12,28,70,Saint-Camille-de-Lellis,21,1,9,5,3,0,3,0,0
